"UNIQUEID","wgs_xF","wgs_yF","PERS106","exp5nrm","exp3nrm","rough_1k","prad_sw_di","etpt_5","mind_yr_av","prec_winte","tave_sprin"
"Z0804020508580450",-108.772396,38.243869,1,-93,-123,68.3056488,-6203,91,-1396.666667,23.66666667,90.66666667
"Z0804020508587808",-107.671601,38.477788,1,-101,-108,27.82603073,-5959,89,-1087.25,28.33333333,43.33333333
"Z0804020508590336",-108.596635,38.375414,1,-29,-4,33.14261246,-5936,93,-1404,23.33333333,77.66666667
"Z0804020510382147",-108.54612,39.833881,1,-12,-27,37.22337341,-6161,88,-1005.916667,36,36
"Z0804020510386696",-108.2997,40.170746,1,28,33,19.9771862,-6177,91,-1206.583333,25,58
"Z0804020511384330",-108.893088,38.020662,1,-118,-105,26.14277077,-6033,93,-1436.416667,23.66666667,86.33333333
"Z0804020511388282",-108.039541,38.002246,1,-293,-313,76.29478455,-5889,90,-1110,38,54
"Z0804020511389280",-108.608631,38.015064,1,-28,-76,14.22397995,-6142,91,-1269.583333,26.66666667,66.66666667
"Z0804020600789139",-107.142967,37.254093,1,-67,-47,40.66138077,-5786,91,-1089.416667,43,55
"Z0804020602981437",-108.06008,38.903755,1,-141,-174,44.39011002,-5785,92,-1333,27.66666667,66
"Z0804020604580579",-108.792218,39.460434,1,-173,-187,66.87850952,-6081,92,-1318.833333,22,69.33333333
"Z0804020604581699",-108.501846,39.4546,1,-136,-159,79.6025238,-6290,87,-960,34.66666667,43.66666667
"Z0804020604587661",-108.786406,39.640511,1,-250,-251,47.64265442,-6134,89,-1069.416667,28.33333333,49.33333333
"Z0804020604589594",-108.039393,39.39875,1,-97,-114,39.87870026,-6140,91,-1272.916667,27.66666667,71.33333333
"Z0804020607784966",-108.976817,39.103439,1,-8,17,43.42393494,-6097,94,-1470.333333,15.66666667,95.33333333
"Z0804020608182013",-109.009584,40.788661,1,-11,35,71.22368622,-6262,89,-1157.833333,17.66666667,52.66666667
"Z0804020608186489",-108.701217,40.449649,1,-57,-82,56.36065674,-6283,88,-1091.75,30.66666667,52
"Z0804020608590020",-108.713915,38.287708,1,173,146,30.36224937,-6053,92,-1338.083333,25.33333333,72
"Z0804020610381709",-108.602414,39.907176,1,99,29,42.02329636,-6120,87,-974.25,38.66666667,27
"Z0804020610384866",-108.140659,39.761513,1,-41,-74,53.66607666,-6158,88,-992.3333333,35,40
"Z0804020610386041",-108.769693,39.802411,1,-101,-89,47.24750519,-6142,92,-1272.333333,21.66666667,67
"Z0804020610390614",-108.596235,40.087199,1,21,45,48.54292679,-6255,89,-1103.416667,32.66666667,55
"Z0804020704587638",-107.505907,39.634708,1,10,-65,84.13453674,-6075,88,-903,49.33333333,40.33333333
"Z0804020706785118",-108.182374,37.239876,1,0,-4,25.24921227,-5883,92,-1209.75,41.33333333,58.66666667
"Z0804020707781486",-108.448747,39.318302,1,299,317,43.97795105,-6098,89,-996.1666667,37.33333333,37.66666667
"Z0804020707782651",-108.806408,39.010281,1,4,13,10.34688759,-6137,91,-1259,25,63.66666667
"Z0804020707785973",-108.453616,39.18327,1,214,185,45.5193367,-6045,92,-1283.166667,27.66666667,64.66666667
"Z0804020707788879",-108.992113,38.563071,1,313,267,21.85229301,-5962,90,-1069.166667,30.66666667,42.66666667
"Z0804020708182965",-108.989115,40.68022,1,106,139,44.40863037,-6132,89,-1116.083333,23.66666667,40
"Z0804020708187145",-108.516182,40.671093,1,118,111,27.83866882,-6142,89,-1124.416667,26.33333333,41
"Z0804020708381600",-108.745589,37.25181,1,89,133,73.64431763,-5738,93,-1370.5,31.66666667,72
"Z0804020708385932",-108.296581,37.197383,1,102,56,15.13808537,-5856,93,-1278.916667,37.66666667,65.33333333
"Z0804020708389332",-108.634508,37.204535,1,128,80,48.81463242,-5929,93,-1345.916667,31.66666667,73.33333333
"Z0804020708581052",-108.074833,38.543728,1,-7,5,13.5895834,-6074,93,-1442.666667,16.66666667,88.66666667
"Z0804020708588960",-108.995953,38.428351,1,113,84,78.31710815,-5818,91,-1225.583333,28,52.33333333
"Z0804020710381000",-108.608702,39.727102,1,-30,-34,58.60490799,-6108,88,-989.3333333,37.33333333,31.66666667
"Z0804020710382055",-108.556801,40.203533,1,95,112,23.67685509,-6169,91,-1233.583333,33.66666667,64.33333333
"Z0804020710385344",-108.423857,39.993397,1,-3,-18,12.9626503,-6101,91,-1169.75,29.66666667,54
"Z0804020710386780",-108.726878,39.684452,1,39,-13,59.8741951,-6252,87,-988.6666667,32.33333333,40
"Z0804020710387419",-108.539189,40.040949,1,140,78,31.70205116,-6133,87,-969.1666667,39.33333333,25.66666667
"Z0804020711380998",-108.379406,38.055516,1,16,-15,41.10019684,-6055,90,-1038.833333,34.66666667,46.33333333
"Z0804020803382975",-108.968837,37.751556,1,0,0,5.646944523,-5991,92,-1350.416667,26.33333333,68.66666667
"Z0804020804585188",-109.024565,39.464633,1,84,124,40.76408005,-6020,91,-1147,25,51.33333333
"Z0804020806780924",-107.984204,37.145688,1,150,129,58.19767761,-5800,91,-1131.083333,45,51.66666667
"Z0804020806783391",-107.537308,37.246198,1,-32,-18,19.5991745,-5926,91,-1125.666667,42.33333333,61.66666667
"Z0804020806784508",-107.869998,37.103464,1,4,42,14.65774822,-5925,93,-1378,29.66666667,78
"Z0804020806790460",-108.124395,37.283483,1,32,1,43.53084564,-5877,89,-948.3333333,53.66666667,36
"Z0804020807783934",-108.472904,38.643144,1,46,32,57.83995438,-5920,90,-1040.083333,34,40
"Z0804020807785204",-108.283637,39.089336,1,113,121,90.36659241,-6150,89,-1098.583333,32,53.33333333
"Z0804020807786727",-108.636201,38.916809,1,173,149,18.81691742,-6220,86,-940.1666667,36,34.33333333
"Z0804020808181846",-108.354813,40.262099,1,-29,-28,16.38937759,-6157,90,-1201.583333,28,57.33333333
"Z0804020808182393",-108.976857,40.301662,1,-8,-1,56.7095871,-6165,91,-1207.75,21.66666667,58.66666667
"Z0804020808184343",-107.591099,40.353481,1,-73,-40,60.80561447,-6255,86,-913.1666667,42.33333333,31
"Z0804020808186936",-108.347731,40.442083,1,51,77,16.27734375,-6172,90,-1118.583333,28.66666667,48.66666667
"Z0804020808380666",-108.412512,37.109827,1,-37,-74,37.76612854,-5901,94,-1482.083333,25,87.33333333
"Z0804020808381751",-108.406101,37.290022,1,95,63,108.4544907,-6011,90,-1062.166667,44,49.66666667
"Z0804020808381961",-108.401401,37.425073,1,0,-4,8.346655846,-5956,92,-1217.166667,38.33333333,60.66666667
"Z0804020808391111",-108.59556,37.005634,1,107,75,39.63191605,-5951,93,-1436.166667,25.66666667,83.66666667
"Z0804020808589132",-108.937377,38.472011,1,320,316,49.9455719,-6061,91,-1230.666667,27.33333333,58
"Z0804020808589847",-108.185943,38.636496,1,-46,-47,50.11782455,-6079,94,-1484.916667,16.33333333,94.66666667
"Z0804020809182853",-107.915539,38.273771,1,-19,-22,14.79561424,-6078,89,-974.3333333,35.33333333,40.33333333
"Z0804020810389370",-108.244659,40.079387,1,-40,-53,55.80928802,-6201,89,-1120.916667,25.66666667,52
"Z0804020811380568",-108.38275,37.965123,1,-93,-122,21.07460594,-6020,89,-987.8333333,38.66666667,41.33333333
"Z0804020811381748",-108.204784,38.141511,1,0,38,56.13066864,-5838,91,-1151,33,50.66666667
"Z0804020811382793",-108.377665,38.100395,1,52,51,34.03646851,-6107,90,-1147.25,30.33333333,53
"Z0804020811385227",-108.490132,38.147988,1,-45,-32,17.14744186,-6096,92,-1356.5,23,77.33333333
"Z0804020811391131",-108.974559,37.959022,1,4,5,45.25418091,-6083,90,-1229.5,27.66666667,57.66666667
"Z3201020101780999",-114.112425,37.598559,1,0,-15,15.5171423,-6028,92,-1435.416667,29.66666667,76.66666667
"Z3501020000100047",-106.426886,35.10126,1,564,508,76.75830841,-5399,90,-1062.083333,40,40.33333333
"Z3501020000600012",-107.750073,35.3038,1,154,88,23.80407143,-5966,91,-1356.416667,17.66666667,65.66666667
"Z3501020000600112",-108.039638,35.073473,1,-25,-3,19.03757858,-5795,92,-1377.333333,21.66666667,66.66666667
"Z3501020000600163",-107.849007,34.986046,1,-13,-4,4.505619526,-5779,95,-1614.166667,12.66666667,94.66666667
"Z3501020000600185",-108.59156,34.950747,1,0,-15,15.97109413,-5733,92,-1356.916667,29,67
"Z3501020000600194",-108.099346,34.939841,1,-5,-12,3.763192177,-5713,93,-1421.416667,21.33333333,71
"Z3501020000600229",-107.955154,34.893364,1,-10,-7,3.884948969,-5748,94,-1552.916667,15.33333333,85
"Z3501020000600257",-108.266332,34.853612,1,5,2,4.042838573,-5718,92,-1387,24.33333333,67.66666667
"Z3501020000600262",-107.953551,34.848291,1,-1,2,0.906709015,-5754,94,-1529.416667,16,82.66666667
"Z3501020000600292",-108.158503,34.805971,1,4,5,5.366139412,-5719,93,-1452.333333,20.33333333,75
"Z3501020000600324",-108.214706,34.762165,1,-3,0,5.605363369,-5715,93,-1448.166667,20.66666667,73.66666667
"Z3501020000600328",-107.950366,34.758088,1,-37,-15,22.32074738,-5803,93,-1487.916667,16.66666667,80
"Z3501020000600357",-108.216153,34.717127,1,12,8,3.254150391,-5703,93,-1464.25,20,74.33333333
"Z3501020000600429",-107.944705,34.623425,1,6,14,15.52495193,-5713,93,-1454.75,18.33333333,72.66666667
"Z3501020000600432",-107.781607,34.626888,1,-17,-19,8.181032181,-5700,93,-1451.416667,17.66666667,72.66666667
"Z3501020003100037",-108.783312,35.945732,1,167,139,77.14585114,-5837,89,-1063.833333,38,39.66666667
"Z3501020003100066",-108.950681,35.903636,1,-52,-49,15.01465988,-5967,92,-1346.083333,25.33333333,67.33333333
"Z3501020003100068",-108.839937,35.901694,1,176,175,61.99256516,-5787,90,-1130.916667,35,45.33333333
"Z3501020003100366",-108.300098,35.485169,1,170,178,77.10462952,-5761,90,-1204.166667,32.33333333,49
"Z3501020003100396",-108.411669,35.442547,1,20,22,15.0814991,-5833,92,-1375,25.66666667,69.66666667
"Z3501020003100408",-107.754663,35.438896,1,38,-12,66.79049683,-5747,93,-1465.5,14.66666667,71.66666667
"Z3501020003100409",-107.699636,35.44014,1,26,36,48.49690247,-5912,91,-1332,18.66666667,60.33333333
"Z3501020003100461",-108.359574,35.351281,1,52,35,13.92030334,-5851,90,-1201.083333,34.33333333,52
"Z3501020003100489",-108.580829,35.310844,1,-81,-74,27.00439644,-5665,93,-1412.583333,28,73
"Z3501020003100490",-108.525877,35.309732,1,-4,0,12.22798538,-5717,92,-1311.416667,33.33333333,60.66666667
"Z3501020003100516",-108.693299,35.222897,1,-15,-7,23.98554039,-5781,93,-1391.75,28.33333333,73.66666667
"Z3501020003900003",-107.303818,36.980484,1,168,149,12.31864834,-5930,91,-1069.583333,44,55
"Z3501020003900006",-107.135192,36.983459,1,75,44,34.94608307,-5936,90,-1049,43.66666667,51.66666667
"Z3501020003900021",-107.246476,36.937115,1,82,74,20.3197155,-5912,91,-1117.666667,40,57.66666667
"Z3501020003900074",-107.355486,36.844533,1,11,13,19.61523628,-5873,93,-1296.833333,29.66666667,72.66666667
"Z3501020003900105",-107.242353,36.801559,1,25,7,32.41181183,-5952,91,-1072.25,40,52.33333333
"Z3501020003900141",-106.848827,36.763283,1,151,94,27.36004639,-5841,88,-872.9166667,54.33333333,32.33333333
"Z3501020003900191",-107.294475,36.665271,1,90,71,24.29644203,-5879,91,-1105.583333,36,52
"Z3501020003900201",-106.735158,36.67484,1,10,17,15.46452427,-5888,91,-1240.583333,26.33333333,54
"Z3501020003900214",-106.007665,36.683184,1,-8,0,9.040671349,-5909,89,-1097,22.66666667,42.66666667
"Z3501020003900255",-106.956307,36.581013,1,3,-9,12.70200443,-5918,90,-1123.5,33,49.66666667
"Z3501020003900349",-106.785591,36.449123,1,60,11,37.24770737,-5886,89,-1015.416667,36,42.33333333
"Z3501020003900351",-106.674476,36.45022,1,119,127,12.01401138,-6046,89,-1104.416667,29.66666667,49
"Z3501020003900362",-106.060916,36.457333,1,121,158,37.05139542,-5750,91,-1257,22.33333333,51.66666667
"Z3501020003900380",-106.784876,36.403757,1,-90,-89,38.79238129,-5643,90,-1121.5,32.33333333,46.33333333
"Z3501020003900391",-106.171618,36.411214,1,2,-9,20.59934235,-5838,91,-1221.75,24.66666667,51.66666667
"Z3501020003900394",-106.004333,36.412883,1,-29,-28,25.74089241,-5826,93,-1451.25,14,74.66666667
"Z3501020003900418",-106.337619,36.36445,1,-98,-119,38.99608231,-5859,91,-1192.5,27.33333333,51.33333333
"Z3501020003900437",-106.949841,36.310913,1,-2,-10,12.61153889,-5792,91,-1279.666667,25.66666667,56
"Z3501020003900444",-106.560176,36.316777,1,-143,-113,13.1832304,-5555,94,-1490.583333,15.66666667,75.66666667
"Z3501020003900472",-106.614953,36.270669,1,218,151,45.5655098,-5899,88,-988.5833333,37.66666667,40.66666667
"Z3501020003900476",-106.392336,36.273676,1,77,57,16.99970245,-5848,93,-1438,14.66666667,76.66666667
"Z3501020003900479",-106.224978,36.275553,1,-37,-77,10.09515858,-5807,94,-1486.833333,13,82.66666667
"Z3501020003900489",-106.892104,36.221752,1,-22,-31,42.08073044,-6027,90,-1156.083333,28,51.33333333
"Z3501020003900499",-106.335736,36.229202,1,-75,-46,14.81339836,-5783,95,-1579.916667,11.66666667,92.33333333
"Z3501020003900514",-106.502082,36.182119,1,108,50,76.77842712,-6127,87,-946.0833333,36.66666667,44
"Z3501020003900518",-106.279433,36.184751,1,-22,-9,19.28337288,-5903,94,-1519.25,12.66666667,90.33333333
"Z3501020003900533",-106.500975,36.137491,1,-11,-31,45.05776215,-5812,89,-978.0833333,40,40
"Z3501020003900538",-106.222942,36.140446,1,15,25,20.63640022,-5836,94,-1527.083333,13.66666667,89.33333333
"Z3501020003900545",-105.834512,36.143659,1,-46,-43,15.40185928,-5903,92,-1368.166667,19.66666667,71
"Z3501020003900551",-106.611171,36.090543,1,-139,-131,95.29618073,-5928,87,-929.9166667,41,38
"Z3501020003900566",-105.778162,36.098933,1,-45,-41,14.07980156,-5965,91,-1274.75,26.33333333,61.33333333
"Z3501020004300117",-106.883398,35.861327,1,99,81,107.4188614,-5763,89,-1117.416667,31.66666667,48.33333333
"Z3501020004300137",-106.661063,35.819479,1,-347,-360,63.4136467,-5738,94,-1437.75,23.33333333,87.33333333
"Z3501020004300172",-106.659201,35.729398,1,94,66,37.38029861,-5686,93,-1323.833333,27.33333333,70.33333333
"Z3501020004300178",-106.327476,35.733516,1,-42,-12,34.28290558,-5696,95,-1525.75,21,98
"Z3501020004300191",-106.658304,35.684488,1,-127,-116,36.50193787,-5767,95,-1517.5,22.66666667,98
"Z3501020004300215",-106.381227,35.642639,1,2,17,17.61276817,-5748,96,-1657.333333,16.33333333,112
"Z3501020004300233",-106.435622,35.596979,1,27,20,19.09324265,-5734,96,-1654.916667,16.66666667,112
"Z3501020004300256",-107.260565,35.494237,1,96,136,47.6946907,-5884,92,-1402.083333,15.33333333,69.33333333
"Z3501020004500112",-107.635932,36.838381,1,6,17,34.58317947,-5843,94,-1435.083333,24.66666667,81.33333333
"Z3501020004500138",-107.690299,36.792291,1,-47,-40,45.99576569,-5983,94,-1500,19.33333333,95.66666667
"Z3501020004900033",-105.830813,35.828159,1,-67,-49,108.1625671,-5955,88,-1045.666667,35.66666667,47.66666667
"Z3501020004900062",-106.216195,35.64477,1,30,17,19.93470192,-5722,94,-1469.166667,21.66666667,88.33333333
"Z3501020004900079",-105.828781,35.603303,1,3,11,29.39470863,-5647,92,-1257.5,28.33333333,60.66666667
"Z3501020004900107",-105.77214,35.467911,1,-30,-9,15.96985435,-5742,94,-1430.833333,19,80
"Z3501020004900169",-105.823862,35.151906,1,-14,-15,12.38250256,-5749,94,-1497,15.66666667,86.33333333
"Z3501020005500006",-105.674081,36.955992,1,190,126,88.42817688,-6148,87,-1110.5,16,46.33333333
"Z3501020005500088",-105.616041,36.685769,1,-102,-32,22.77930069,-6031,91,-1331.083333,14.33333333,62
"Z3501020005500110",-105.615728,36.595602,1,-96,-68,23.39896393,-5833,90,-1220.583333,19.66666667,50.66666667
"Z3501020005500122",-105.559219,36.551113,1,28,63,109.1054001,-5546,89,-1095.25,25.66666667,40.66666667
"Z3501020005500165",-105.502203,36.370898,1,-130,-129,92.95075989,-6097,88,-1135.5,22.66666667,51.66666667
"Z3501020005500181",-105.947037,36.278143,1,-18,-9,4.818682194,-5855,94,-1470,13.33333333,82.66666667
"Z3501020006100102",-106.472863,34.604797,1,-161,-297,79.66723633,-5718,93,-1408.166667,27,88
"Z3502020000700029",-104.83159,36.91257,1,-17,-29,36.07578278,-5880,91,-1238.916667,16,58
"Z3502020000700113",-104.945038,36.732646,1,-21,-28,34.6928978,-5925,91,-1252.25,14.66666667,59
"Z3502020000700159",-105.05601,36.642775,1,-2,16,55.33266068,-5816,91,-1280,14.33333333,59
"Z3502020000700161",-104.944668,36.642631,1,20,8,18.83901978,-5861,92,-1287,13.66666667,62
"Z3502020000700163",-104.832497,36.642706,1,-26,-55,39.67501831,-5857,93,-1383.75,11,77.66666667
"Z3502020000700209",-104.944578,36.551804,1,90,140,63.72796631,-5738,92,-1319.916667,12.66666667,65
"Z3502020000700255",-105.056296,36.461966,1,-154,-193,71.81497955,-6109,89,-1147.166667,15.66666667,55
"Z3502020003300162",-105.222143,35.875871,1,-26,0,7.020892143,-5852,93,-1362.75,13,75.33333333
"Z3502020004700057",-105.663721,35.693921,1,231,265,52.5640831,-5860,87,-886.5833333,41,32
"Z3502020004700159",-105.552325,35.559357,1,53,80,27.92836952,-5758,91,-1243.083333,24,62.33333333
"Z3502020004700263",-105.716688,35.422856,1,34,32,11.01871204,-5725,93,-1388.25,20.33333333,75.66666667
"Z3502020004700347",-105.275649,35.334763,1,-2,-15,6.272885323,-5727,95,-1635.666667,12,100.6666667
"Z3502020004700460",-105.659331,35.152788,1,25,26,7.461009979,-5768,93,-1407.666667,20,79
"Z3502020004700462",-105.549492,35.153507,1,73,59,6.843532562,-5760,94,-1458.416667,17.66666667,83.33333333
"Z3502020005700030",-105.548306,34.973115,1,-11,-21,7.739809036,-5734,94,-1523.166667,16.33333333,91.33333333
"Z3502020005700089",-106.31216,34.786972,1,-7,-9,10.75942135,-5655,94,-1415.5,30.66666667,85.66666667
"Z3502020005700108",-106.420657,34.74067,1,101,32,86.87926483,-5317,93,-1346.25,32.33333333,70.66666667
"Z3502020005700150",-106.419117,34.650519,1,280,209,69.73188019,-5760,91,-1142.916667,36.33333333,53
"Z3502020005700214",-106.362361,34.515909,1,-34,-35,20.01670837,-5629,95,-1592.583333,22.33333333,99.66666667
"Z3502020005700286",-105.870767,34.385134,1,-19,-15,3.403429747,-5689,95,-1604.416667,17.33333333,100.6666667
"Z3502020005700298",-106.359401,34.335483,1,76,62,27.62589073,-5650,95,-1544.333333,23.33333333,93.66666667
"Z3502020005700306",-105.924653,34.339647,1,0,1,17.77960205,-5626,95,-1594.583333,19,98.66666667
"Z3502020005700333",-105.5982,34.296588,1,127,132,28.39799881,-5733,94,-1470.666667,21.66666667,86.33333333
"Z3502020005900009",-109.371231,36.991914,1,-6,-21,7.062341213,-5934,95,-1635.416667,18,109.3333333
"Z3503020000300093",-108.389737,34.405336,1,15,-1,15.85144424,-5615,93,-1492.666667,18.33333333,73
"Z3503020000300128",-107.881702,34.35429,1,-44,-12,15.18530369,-5775,93,-1504.166667,15.66666667,77.66666667
"Z3503020000300180",-107.77013,34.266721,1,155,148,36.50498199,-5690,92,-1334.833333,22.33333333,61.66666667
"Z3503020000300202",-107.931304,34.217897,1,-52,-71,42.41138458,-5603,93,-1474.25,18.33333333,72.66666667
"Z3503020000300204",-107.822874,34.220443,1,55,35,62.87054062,-5692,92,-1408.5,18.66666667,68.66666667
"Z3503020000300225",-107.983925,34.171555,1,-79,-77,15.59374046,-5703,93,-1484.166667,17.66666667,75.66666667
"Z3503020000300250",-107.928188,34.127826,1,-11,-68,33.7118187,-5638,93,-1441.583333,19,71.66666667
"Z3503020000300318",-108.131749,33.993988,1,206,100,23.90423584,-5773,92,-1332.833333,23.33333333,65.66666667
"Z3503020000300462",-108.140831,33.723678,1,52,50,32.60925674,-5761,91,-1334,22.33333333,65.33333333
"Z3503020000300463",-108.086876,33.722461,1,-5,7,33.52804184,-5750,92,-1387,20,67.66666667
"Z3503020000300487",-108.088396,33.67745,1,82,13,34.87186432,-5586,91,-1288.166667,25,58.66666667
"Z3503020005300059",-107.72024,34.403062,1,211,155,40.0651741,-5677,92,-1386,19.33333333,67.66666667
"Z3503020005300090",-107.338529,34.365882,1,52,44,37.74039459,-5866,94,-1600.5,13,99.33333333
"Z3503020005300115",-107.282974,34.321852,1,-24,-47,36.14534378,-5787,95,-1660.416667,12.66666667,104.6666667
"Z3503020005300162",-107.334785,34.230716,1,-14,-18,11.11838913,-5598,95,-1606.916667,14.33333333,90.66666667
"Z3503020005300193",-107.441968,34.183547,1,21,19,14.09915829,-5664,94,-1519.416667,15,80.33333333
"Z3503020005300194",-107.387756,34.184615,1,0,4,11.27675724,-5686,94,-1559.666667,14.33333333,88
"Z3503020005300197",-107.225105,34.187675,1,16,5,23.3123951,-5656,95,-1683.333333,13.66666667,103.6666667
"Z3503020005300264",-107.168578,34.098522,1,-63,-138,39.62065125,-5740,92,-1484.666667,16.66666667,90.66666667
"Z3503020005300389",-107.542299,33.911036,1,32,29,30.88394737,-5767,92,-1324.916667,20.66666667,64.33333333
"Z3503020005300395",-107.21805,33.917306,1,72,13,61.42670441,-5538,94,-1559.416667,16.33333333,88.33333333
"Z3503020005300425",-107.378934,33.86922,1,16,7,52.26001358,-5696,94,-1565.583333,13.66666667,89.66666667
"Z3503020005300458",-107.377685,33.824162,1,-58,-44,18.77296638,-5550,95,-1667.833333,12.33333333,97
"Z3503020005300519",-107.536968,33.730826,1,26,50,25.13273621,-5557,93,-1489.666667,16.66666667,75.66666667
"Z3503020005300552",-107.427854,33.687939,1,55,-43,81.36489868,-5838,91,-1325.583333,20.33333333,70.33333333
"Z3503020005300580",-107.588184,33.639603,1,0,14,14.48918438,-5572,94,-1601.416667,13,88.66666667
"Z3503020005300581",-107.534321,33.64072,1,-6,-19,16.01979446,-5610,93,-1511,15.66666667,80.66666667
"Z3503020005300585",-107.318844,33.64495,1,-87,-116,40.12372971,-5551,95,-1749.333333,11.66666667,107
"Z3503020005300609",-107.586837,33.594552,1,8,0,18.015625,-5573,94,-1642.75,12.66666667,91.66666667
"Z3503020005300613",-107.371482,33.598869,1,-95,-3,102.2435989,-5437,94,-1584.416667,15.66666667,86.66666667
"Z3503020005300635",-107.531687,33.550612,1,-8,27,37.45634079,-5569,94,-1677.583333,12.66666667,96.66666667
"Z3503020005300662",-107.422808,33.507709,1,78,88,41.19479752,-5475,95,-1645.083333,14.33333333,92.33333333
"Z3504020000500569",-105.320822,32.764287,1,95,114,30.31001472,-5724,95,-1610.166667,22.33333333,109
"Z3504020000500618",-105.107026,32.539126,1,27,-21,17.26453781,-5511,96,-1718.5,19.33333333,120.6666667
"Z3504020001500312",-104.788156,32.268347,1,31,25,10.62294102,-5536,97,-1767.166667,17,137.3333333
"Z3504020001500333",-104.841323,32.223318,1,85,54,9.472320557,-5450,97,-1744,19.66666667,129
"Z3504020001500335",-104.735196,32.22314,1,43,36,15.4682436,-5503,97,-1764.916667,17.66666667,137.6666667
"Z3504020001500401",-104.735584,32.087818,1,64,26,32.06157303,-5601,96,-1667.666667,20.66666667,127
"Z3504020001500422",-104.788672,32.042809,1,198,126,29.45168304,-5527,96,-1631.916667,23.33333333,115
"Z3504020002700020",-105.652179,34.25122,1,37,22,8.951468468,-5628,94,-1510.166667,22,88
"Z3504020002700037",-105.760368,34.205503,1,128,63,38.27456665,-5613,93,-1304,29.66666667,70.66666667
"Z3504020002700171",-105.703476,33.890183,1,15,10,13.77951908,-5726,94,-1557.833333,23,96
"Z3504020002700234",-105.648384,33.7552,1,219,209,54.05823135,-5809,92,-1381.75,27.33333333,83.33333333
"Z3504020002700280",-105.647707,33.665011,1,89,35,58.55224609,-5745,93,-1398,28.66666667,82.33333333
"Z3504020002700315",-105.270061,33.62132,1,-28,-28,69.59072876,-5935,92,-1455.583333,20.66666667,91.33333333
"Z3504020002700344",-105.216045,33.576329,1,94,20,89.44181824,-5308,94,-1682.833333,18,99
"Z3504020002700395",-105.484898,33.485268,1,-19,-24,20.71463394,-5695,95,-1670.166667,16.66666667,105.3333333
"Z3504020002700447",-105.538172,33.394951,1,38,53,63.08776855,-5476,94,-1586.083333,26.33333333,91.66666667
"Z3504020002700449",-105.430648,33.395372,1,107,114,17.80846405,-5736,94,-1602.166667,19.66666667,100.6666667
"Z3504020003500091",-105.536794,33.169461,1,-48,-24,22.16943741,-5575,94,-1487.333333,32,87.33333333
"Z3504020003500194",-105.374963,32.944548,1,29,38,22.27587318,-5539,95,-1688.25,20.33333333,110.6666667
"Z3504020003500213",-105.374772,32.899446,1,4,32,17.2763958,-5511,96,-1698.333333,20.66666667,111
"Z3504020003500230",-105.481451,32.853978,1,25,35,20.65047264,-5501,95,-1603.25,27.66666667,99.66666667
"Z3504020003500249",-105.481378,32.809002,1,-2,-6,20.11665726,-5495,95,-1625.666667,26.66666667,102.3333333
"Z3504020003500304",-105.587129,32.673113,1,51,62,27.94605827,-5470,94,-1515.166667,33,90.33333333
"Z4807510504300152",-103.4082,29.9878,1,48,-16,32.22095871,-5024,98,-1971.333333,11.33333333,173.3333333
"Z4807510524300099",-104.1311,30.7188,1,-32,-50,34.45324326,-5371,97,-1785.25,15,148.3333333
"Z4807510537100197",-103.0687,30.4509,1,-3,0,28.68388939,-5351,98,-1851.333333,13.33333333,161
"Z4901020204982616",-112.053584,39.882004,1,132,106,53.9648819,-6016,92,-1241.666667,39.66666667,62.66666667
"Z4901020204986921",-112.057134,40.017091,1,209,190,34.49401093,-6228,89,-1060.833333,48.33333333,55.33333333
"Z4901020204988216",-111.411831,40.202099,1,-169,-166,50.80723953,-6082,90,-1020.583333,52.66666667,45.66666667
"Z4901020305181570",-111.059142,40.067451,1,-76,-70,70.6636734,-6184,79,-678.1666667,52.33333333,-5
"Z4901020404986851",-112.119071,40.331972,1,-117,-82,37.92855835,-6044,92,-1254.833333,40.33333333,74.33333333
"Z4901020404987010",-111.527727,39.975808,1,-84,-1,47.6687851,-5931,91,-1129.916667,49.66666667,53.66666667
"Z4901020504986539",-111.46861,39.931328,1,61,47,69.11109924,-6251,85,-858.25,55,21.33333333
"Z4901020604581687",-112.230745,40.015925,1,-72,-114,76.46554565,-6191,88,-1080.916667,44,57
"Z4901020704985699",-111.410068,39.931361,1,-172,-180,77.50361633,-6211,87,-975.3333333,45.66666667,40.33333333
"Z4901021003386394",-111.120825,41.643537,1,201,188,57.66560745,-6251,82,-961.9166667,24,18
"Z4902020101387926",-110.532882,39.886355,1,60,66,53.97499847,-5999,86,-972.6666667,30.33333333,15
"Z4902020104785167",-109.222299,40.819385,1,106,36,80.97006226,-6234,87,-1078.083333,21.33333333,34.66666667
"Z4902020104785394",-109.918294,39.548417,1,111,77,33.27403641,-6098,89,-1076.333333,24.33333333,34.66666667
"Z4902020200982137",-109.515022,40.958504,1,-23,-47,27.81736183,-6280,89,-1221.083333,12.66666667,58
"Z4902020204788651",-109.137304,39.601638,1,-17,10,81.87634277,-6106,90,-1103.166667,25.33333333,45.33333333
"Z4902020300984053",-109.162837,40.817984,1,133,77,53.44553757,-6233,86,-1048.416667,21.66666667,33.66666667
"Z4902020301384972",-110.591137,39.931535,1,88,74,88.91249847,-5989,85,-899.0833333,33.66666667,8.666666667
"Z4902020301386667",-110.473012,40.066061,1,77,74,14.86032963,-6195,89,-1110.75,20.66666667,41.33333333
"Z4902020304780709",-109.223869,39.85543,1,-33,-34,16.38519669,-6188,93,-1382.75,11,77
